timestamp,user,action
2026-02-12T02:11:33.742Z,USR1046,file_download
2026-02-14T06:58:31.223Z,USR1002,logout
2026-02-23T20:28:10.496Z,USR1016,logout
2026-02-23T13:27:44.788Z,USR1045,login
2026-02-14T04:54:46.342Z,USR1011,usb_insert
2026-02-21T13:53:23.281Z,USR1012,login
2026-02-11T22:05:27.258Z,USR1049,file_upload
2026-02-25T05:26:23.353Z,USR1015,file_upload
2026-02-14T18:38:39.126Z,USR1043,file_upload
2026-03-04T12:55:45.990Z,USR1012,email_send
2026-03-03T14:55:20.576Z,USR1039,database_query
2026-02-11T22:10:27.248Z,USR1018,database_query
2026-02-04T21:48:47.033Z,USR1019,file_download
2026-02-19T10:56:11.091Z,USR1006,file_download
2026-02-24T20:29:23.368Z,USR1005,usb_insert
2026-02-23T12:43:59.472Z,USR1034,database_query
2026-02-05T19:14:21.834Z,USR1020,login
2026-02-18T12:08:53.104Z,USR1046,database_query
2026-03-03T01:51:10.472Z,USR1029,email_send
2026-02-10T08:08:18.328Z,USR1011,usb_insert
2026-03-03T00:37:27.319Z,USR1030,file_download
2026-02-14T03:38:20.919Z,USR1003,file_download
2026-02-26T06:34:10.439Z,USR1049,file_download
2026-02-17T16:09:17.772Z,USR1014,file_download
2026-02-11T04:35:59.470Z,USR1046,logout
2026-03-03T22:03:32.435Z,USR1006,file_upload
2026-03-02T00:05:33.648Z,USR1000,database_query
2026-02-18T18:42:12.765Z,USR1015,file_download
2026-03-03T04:34:11.272Z,USR1043,login
2026-02-13T15:43:47.847Z,USR1003,file_download
2026-02-12T20:38:38.331Z,USR1044,database_query
2026-02-07T18:53:37.008Z,USR1034,file_download
2026-02-26T16:25:32.380Z,USR1002,database_query
2026-02-21T23:46:48.841Z,USR1012,email_send
2026-02-19T13:49:55.177Z,USR1023,database_query
2026-02-17T18:33:41.497Z,USR1033,usb_insert
2026-03-01T03:21:00.533Z,USR1001,usb_insert
2026-02-18T23:49:06.370Z,USR1018,login
2026-03-02T02:01:46.628Z,USR1038,file_upload
2026-03-05T15:36:41.872Z,USR1028,database_query
2026-03-01T04:13:30.789Z,USR1008,logout
2026-02-09T06:11:17.274Z,USR1016,file_upload
2026-02-17T00:18:08.278Z,USR1032,database_query
2026-02-17T17:01:39.579Z,USR1035,file_upload
2026-02-09T09:35:40.973Z,USR1026,file_download
2026-03-04T19:18:13.092Z,USR1006,file_upload
2026-03-05T09:22:38.462Z,USR1019,usb_insert
2026-02-15T11:19:47.647Z,USR1034,file_upload
2026-03-01T21:38:33.647Z,USR1029,login
2026-03-02T22:26:59.401Z,USR1000,database_query
2026-02-16T20:34:47.429Z,USR1000,file_upload
2026-02-16T18:21:12.671Z,USR1046,database_query
2026-02-26T15:03:02.750Z,USR1008,logout
2026-02-16T23:46:26.764Z,USR1010,email_send
2026-02-25T21:04:25.092Z,USR1040,database_query
2026-03-02T11:19:43.007Z,USR1041,email_send
2026-03-02T13:10:30.565Z,USR1008,login
2026-02-21T07:30:31.193Z,USR1049,logout
2026-03-04T15:45:18.853Z,USR1001,login
2026-02-14T01:53:51.691Z,USR1028,login
2026-02-22T21:14:54.722Z,USR1029,database_query
2026-03-02T00:43:57.837Z,USR1014,login
2026-02-18T04:19:02.078Z,USR1046,file_upload
2026-03-02T20:38:40.097Z,USR1007,file_upload
2026-02-11T22:40:44.672Z,USR1003,logout
2026-03-05T17:15:01.245Z,USR1021,email_send
2026-02-08T05:31:29.668Z,USR1019,logout
2026-02-20T17:22:40.268Z,USR1026,usb_insert
2026-02-12T08:29:46.708Z,USR1025,usb_insert
2026-02-12T23:03:09.325Z,USR1043,database_query
2026-03-04T00:11:57.032Z,USR1011,file_download
2026-02-14T02:47:15.866Z,USR1045,database_query
2026-02-20T01:29:56.669Z,USR1030,file_download
2026-02-15T09:33:48.608Z,USR1049,file_upload
2026-02-24T02:08:19.723Z,USR1032,email_send
2026-02-11T23:59:58.591Z,USR1035,email_send
2026-03-02T18:41:55.705Z,USR1049,email_send
2026-02-27T13:33:53.026Z,USR1014,email_send
2026-02-15T10:08:58.053Z,USR1039,login
2026-02-04T21:01:31.830Z,USR1039,file_upload
2026-02-15T17:43:23.731Z,USR1003,logout
2026-02-15T14:51:48.053Z,USR1006,database_query
2026-02-08T06:12:28.547Z,USR1038,file_download
2026-02-11T21:11:55.295Z,USR1020,file_download
2026-02-05T07:08:57.322Z,USR1000,logout
2026-02-10T01:27:17.263Z,USR1023,usb_insert
2026-02-25T00:22:55.828Z,USR1023,file_upload
2026-02-10T21:08:30.105Z,USR1030,database_query
2026-02-11T11:00:49.231Z,USR1009,database_query
2026-02-18T04:21:34.199Z,USR1026,usb_insert
2026-02-24T00:37:45.676Z,USR1032,file_upload
2026-02-10T11:05:56.890Z,USR1037,email_send
2026-02-26T05:07:36.321Z,USR1042,file_upload
2026-02-17T15:32:56.887Z,USR1032,email_send
2026-02-19T15:51:31.121Z,USR1047,logout
2026-02-25T07:19:23.337Z,USR1019,usb_insert
2026-02-25T17:10:17.159Z,USR1040,logout
2026-03-04T23:45:55.048Z,USR1005,file_upload
2026-02-26T19:45:55.868Z,USR1016,login
2026-02-13T18:33:07.595Z,USR1042,logout
2026-02-16T03:43:31.880Z,USR1041,usb_insert
2026-02-20T16:12:37.314Z,USR1040,login
2026-02-28T13:34:50.572Z,USR1037,login
2026-02-08T22:25:04.293Z,USR1036,logout
2026-02-20T17:14:25.035Z,USR1001,logout
2026-02-09T18:13:29.427Z,USR1018,database_query
2026-02-06T11:41:03.229Z,USR1022,logout
2026-02-11T05:44:13.119Z,USR1034,usb_insert
2026-02-24T04:04:30.764Z,USR1025,file_upload
2026-02-18T21:18:49.723Z,USR1044,usb_insert
2026-03-02T20:52:22.800Z,USR1048,file_download
2026-02-18T06:24:32.105Z,USR1006,file_download
2026-02-11T18:09:12.049Z,USR1036,usb_insert
2026-02-23T02:17:39.267Z,USR1019,file_download
2026-03-05T10:07:17.218Z,USR1004,usb_insert
2026-02-24T06:15:32.221Z,USR1039,logout
2026-02-22T08:06:39.809Z,USR1007,database_query
2026-02-22T22:42:28.606Z,USR1028,database_query
2026-02-20T03:48:10.337Z,USR1048,usb_insert
2026-02-06T14:51:24.629Z,USR1047,usb_insert
2026-02-11T12:00:42.713Z,USR1011,email_send
2026-02-15T22:03:55.621Z,USR1013,email_send
2026-02-15T20:28:08.867Z,USR1006,file_download
2026-02-21T18:51:13.867Z,USR1047,database_query
2026-02-11T07:42:05.923Z,USR1023,logout
2026-02-25T03:42:53.782Z,USR1007,logout
2026-02-21T03:09:44.898Z,USR1045,database_query
2026-02-27T08:51:29.645Z,USR1025,login
2026-02-28T03:32:38.814Z,USR1038,usb_insert
2026-02-06T01:08:00.146Z,USR1039,email_send
2026-02-08T10:29:44.989Z,USR1021,login
2026-02-11T19:07:51.368Z,USR1008,file_download
2026-02-19T00:44:29.962Z,USR1006,logout
2026-02-13T23:52:20.748Z,USR1001,file_download
2026-02-15T09:55:31.124Z,USR1004,login
2026-02-20T01:08:29.125Z,USR1007,database_query
2026-02-17T17:40:22.849Z,USR1037,file_download
2026-02-16T23:06:17.465Z,USR1046,logout
2026-02-14T19:26:59.394Z,USR1045,file_upload
2026-02-23T11:43:59.963Z,USR1024,logout
2026-02-22T09:07:02.239Z,USR1007,database_query
2026-02-09T03:40:34.556Z,USR1016,database_query
2026-03-01T11:49:38.766Z,USR1012,login
2026-02-08T15:24:23.607Z,USR1004,login
2026-02-11T00:51:01.898Z,USR1005,usb_insert
2026-02-14T03:23:14.014Z,USR1006,login
2026-02-10T20:21:11.552Z,USR1039,login
2026-03-04T09:18:11.120Z,USR1016,usb_insert
2026-02-27T01:40:30.358Z,USR1039,database_query
2026-02-25T22:37:03.051Z,USR1017,file_download
2026-03-03T13:23:57.141Z,USR1014,database_query
2026-02-10T20:30:54.038Z,USR1045,file_upload
2026-02-16T01:52:39.707Z,USR1041,file_upload
2026-02-06T08:28:39.653Z,USR1034,file_download
2026-02-25T00:46:42.210Z,USR1009,logout
2026-02-16T01:44:32.301Z,USR1027,file_upload
2026-03-05T10:27:55.046Z,USR1008,email_send
2026-02-07T16:25:20.650Z,USR1000,usb_insert
2026-02-04T12:28:11.366Z,USR1023,usb_insert
2026-02-24T05:35:49.246Z,USR1039,file_upload
2026-02-28T03:50:31.673Z,USR1012,file_download
2026-02-27T10:55:49.931Z,USR1044,usb_insert
2026-02-21T02:53:27.121Z,USR1022,login
2026-02-22T23:24:16.224Z,USR1046,email_send
2026-02-08T05:01:50.043Z,USR1007,file_download
2026-02-28T16:39:42.550Z,USR1024,email_send
2026-02-16T01:06:51.192Z,USR1027,login
2026-03-01T05:16:47.770Z,USR1008,usb_insert
2026-02-28T07:54:39.586Z,USR1026,database_query
2026-02-28T20:25:39.189Z,USR1019,usb_insert
2026-02-19T21:59:07.637Z,USR1048,file_download
2026-02-17T07:53:43.892Z,USR1048,database_query
2026-03-03T10:41:08.915Z,USR1040,email_send
2026-02-06T16:52:36.454Z,USR1040,login
2026-02-27T08:19:58.685Z,USR1031,login
2026-02-13T21:42:42.418Z,USR1039,login
2026-03-03T10:55:07.319Z,USR1008,usb_insert
2026-02-19T19:44:33.789Z,USR1002,logout
2026-02-20T19:51:19.839Z,USR1032,file_download
2026-02-22T14:44:40.091Z,USR1013,database_query
2026-02-15T00:31:23.228Z,USR1002,login
2026-02-06T11:25:34.542Z,USR1007,file_upload
2026-02-25T16:10:39.833Z,USR1033,login
2026-02-08T17:14:56.120Z,USR1015,login
2026-03-02T22:39:34.665Z,USR1029,usb_insert
2026-02-10T14:41:11.002Z,USR1043,file_download
2026-03-03T09:15:58.966Z,USR1000,usb_insert
2026-02-13T09:13:29.466Z,USR1036,login
2026-02-12T20:59:44.276Z,USR1004,login
2026-02-20T21:20:15.757Z,USR1015,usb_insert
2026-02-20T07:27:52.578Z,USR1037,logout
2026-02-22T06:24:26.960Z,USR1014,database_query
2026-02-14T12:35:18.468Z,USR1018,file_download
2026-02-13T09:22:09.739Z,USR1014,login
2026-02-10T07:37:32.548Z,USR1028,logout
2026-02-26T01:39:18.026Z,USR1008,file_download
2026-02-08T00:42:13.628Z,USR1048,file_download
2026-02-20T15:35:23.434Z,USR1029,logout
2026-02-20T20:32:35.310Z,USR1018,email_send
2026-02-08T21:18:46.917Z,USR1032,database_query
2026-02-19T22:31:38.165Z,USR1029,logout
2026-02-28T03:01:52.347Z,USR1025,database_query
2026-02-23T05:23:23.960Z,USR1037,usb_insert
2026-02-10T00:52:20.433Z,USR1025,login
2026-03-06T02:34:47.189Z,USR1048,logout
2026-02-04T21:14:08.829Z,USR1000,login
2026-02-10T10:36:45.944Z,USR1044,usb_insert
2026-02-25T20:07:23.794Z,USR1046,email_send
2026-02-16T02:29:42.358Z,USR1016,login
2026-02-15T01:56:54.802Z,USR1013,email_send
2026-03-05T06:32:44.287Z,USR1020,file_upload
2026-02-19T12:37:03.366Z,USR1007,usb_insert
2026-02-20T22:44:05.745Z,USR1033,logout
2026-02-27T08:59:09.232Z,USR1043,logout
2026-02-20T00:48:52.670Z,USR1021,file_upload
2026-02-04T17:45:12.307Z,USR1010,file_upload
2026-02-28T05:03:01.705Z,USR1020,email_send
2026-02-20T23:19:55.087Z,USR1036,file_upload
2026-03-02T21:16:17.485Z,USR1038,logout
2026-02-07T01:05:29.481Z,USR1041,email_send
2026-02-14T11:11:17.397Z,USR1007,usb_insert
2026-02-09T11:06:40.276Z,USR1028,database_query
2026-02-05T13:18:08.619Z,USR1013,database_query
2026-02-21T15:19:19.007Z,USR1008,file_download
2026-03-06T00:01:55.692Z,USR1021,logout
2026-02-27T21:33:12.001Z,USR1002,file_upload
2026-02-21T14:34:00.118Z,USR1015,database_query
2026-02-17T02:19:17.123Z,USR1016,file_upload
2026-03-02T21:45:52.246Z,USR1010,logout
2026-02-12T23:29:50.556Z,USR1004,file_download
2026-02-19T02:23:20.806Z,USR1015,file_download
2026-03-05T05:44:00.615Z,USR1017,email_send
2026-03-02T06:50:43.927Z,USR1023,email_send
2026-02-16T13:27:08.856Z,USR1001,file_upload
2026-02-28T21:49:19.654Z,USR1038,logout
2026-02-14T04:34:07.276Z,USR1015,logout
2026-02-17T16:04:27.735Z,USR1035,file_upload
2026-02-11T10:15:42.941Z,USR1009,usb_insert
2026-03-01T02:47:21.397Z,USR1001,file_upload
2026-02-16T20:34:46.357Z,USR1029,file_download
2026-02-17T18:53:54.462Z,USR1043,file_upload
2026-02-25T21:48:39.281Z,USR1018,database_query
2026-03-01T17:21:03.258Z,USR1006,email_send
2026-02-12T15:34:23.506Z,USR1026,email_send
2026-03-04T07:00:02.317Z,USR1027,email_send
2026-02-09T07:12:16.603Z,USR1049,file_download
2026-03-01T16:34:27.223Z,USR1007,file_download
2026-02-26T04:25:42.083Z,USR1032,usb_insert
2026-02-06T16:59:29.565Z,USR1010,logout
2026-02-20T18:04:54.533Z,USR1033,file_download
2026-03-05T13:46:22.920Z,USR1033,usb_insert
2026-02-05T17:02:01.669Z,USR1039,database_query
2026-02-05T20:20:04.750Z,USR1041,logout
2026-03-03T13:49:56.024Z,USR1018,file_download
2026-02-26T01:50:01.148Z,USR1021,login
2026-02-10T00:43:57.179Z,USR1037,login
2026-02-10T06:49:09.004Z,USR1028,database_query
2026-02-13T18:12:59.752Z,USR1045,file_upload
2026-02-11T07:53:58.809Z,USR1015,file_upload
2026-02-10T06:18:42.743Z,USR1021,email_send
2026-02-24T07:07:26.870Z,USR1013,file_upload
2026-03-06T06:23:30.216Z,USR1034,file_upload
2026-03-05T23:34:32.422Z,USR1040,login
2026-02-09T03:13:28.972Z,USR1025,logout
2026-02-25T22:58:14.994Z,USR1028,file_upload
2026-02-04T16:58:14.483Z,USR1018,login
2026-02-07T16:37:47.720Z,USR1043,file_upload
2026-02-18T03:12:02.635Z,USR1048,file_download
2026-02-11T13:14:54.812Z,USR1016,email_send
2026-02-15T01:28:29.320Z,USR1006,file_download
2026-02-24T04:48:06.708Z,USR1006,login
2026-02-26T21:29:44.797Z,USR1025,file_download
2026-02-20T01:47:50.071Z,USR1020,file_download
2026-03-02T04:05:10.194Z,USR1040,email_send
2026-02-23T11:55:22.580Z,USR1046,login
2026-02-23T02:44:06.748Z,USR1032,usb_insert
2026-02-27T17:37:15.903Z,USR1023,file_download
2026-02-22T00:28:03.963Z,USR1001,database_query
2026-02-28T02:46:12.258Z,USR1033,file_upload
2026-03-02T18:44:20.413Z,USR1023,logout
2026-02-16T08:07:49.134Z,USR1042,login
2026-02-17T14:49:26.150Z,USR1038,database_query
2026-03-02T20:42:43.431Z,USR1030,file_upload
2026-03-05T11:24:21.248Z,USR1031,file_download
2026-02-11T21:20:07.960Z,USR1037,logout
2026-02-25T19:52:11.530Z,USR1035,usb_insert
2026-02-09T12:37:30.336Z,USR1029,login
2026-02-27T17:26:38.056Z,USR1040,file_upload
2026-02-13T05:42:50.264Z,USR1048,file_download
2026-03-06T07:24:26.658Z,USR1012,file_upload
2026-03-04T05:44:31.618Z,USR1044,database_query
2026-02-06T05:42:02.798Z,USR1035,file_upload
2026-02-25T14:24:48.377Z,USR1047,usb_insert
2026-02-08T20:56:41.768Z,USR1014,database_query
2026-02-07T09:43:59.764Z,USR1001,logout
2026-02-16T15:31:38.616Z,USR1002,login
2026-03-02T10:15:44.450Z,USR1025,login
2026-02-25T10:53:02.675Z,USR1042,login
2026-02-05T02:33:26.558Z,USR1004,database_query
2026-02-13T22:00:01.745Z,USR1002,usb_insert
2026-02-12T00:24:22.023Z,USR1049,file_upload
